sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions ref_cycles num_interrupts
linux_tuned 0 1 0x1d00 135 50.2 53.3 75.0 152.4 187.3 345.9 1049881.4 1050000 20.01 3160.88 22232284 3786112850 62370711 5021491279 403592393215.0 796765769155.0 315985
linux_tuned 1 1 0x1d00 135 50.1 53.2 74.6 151.4 187.2 354.6 1049898.1 1050000 20.01 3159.81 22238643 3788948663 62368929 5022989315 404056729675.0 797540383747.0 315758
linux_tuned 2 1 0x1d00 135 50.5 53.7 75.3 151.6 189.0 354.8 1049747.2 1050000 20.01 3160.36 22234199 3787628471 62367842 5027430139 403604904015.0 796121290149.0 315906
linux_tuned 0 1 0x1d00 135 50.8 54.8 84.4 176.1 218.3 412.7 1099712.6 1100000 20.01 3164.31 23356709 3972796648 65061069 5264944895 414066915994.0 797850042905.0 314928
linux_tuned 1 1 0x1d00 135 50.9 55.0 84.8 173.8 215.2 400.4 1099753.3 1100000 20.01 3158.18 23364170 3973880890 65067472 5266288359 413575838439.0 795020747283.0 314995
linux_tuned 2 1 0x1d00 135 50.4 54.2 82.4 172.0 215.7 438.5 1099758.9 1100000 20.01 3163.24 23357341 3970824101 65063903 5263945581 413525454965.0 797157557734.0 315143
linux_tuned 0 1 0x1d00 135 51.9 56.4 96.9 192.8 247.0 496.1 1149918.8 1150000 20.01 3158.02 24506894 4157731563 67712218 5497546373 422840970105.0 792279305914.0 313787
linux_tuned 1 1 0x1d00 135 52.3 56.7 97.8 193.3 246.5 504.4 1149333.3 1150000 20.01 3157.0 24494918 4154734021 67694383 5494620581 423546221899.0 792476923166.0 313911
linux_tuned 2 1 0x1d00 135 51.8 56.3 98.5 190.5 240.9 488.6 1149258.7 1150000 20.01 3153.32 24499147 4156611852 67707845 5492063207 423189922300.0 790363046727.0 313552
linux_tuned 0 1 0x1d00 135 54.1 59.4 113.8 213.3 282.5 589.4 1199568.4 1200000 20.01 3149.76 25652609 4341639409 70304982 5729236082 433102555052.0 788215260907.0 312683
linux_tuned 1 1 0x1d00 135 52.5 58.0 111.5 213.1 287.7 595.7 1199578.2 1200000 20.01 3157.47 25650801 4343657655 70298556 5737286786 432759170744.0 790559557310.0 313217
linux_tuned 2 1 0x1d00 135 53.5 59.0 113.2 210.3 277.0 577.4 1199503.9 1200000 20.01 3152.38 25652630 4341186243 70319947 5724495704 433076982946.0 789682270567.0 312947
linux_tuned 0 1 0x1d00 135 55.3 62.5 125.3 228.7 303.2 603.4 1249630.2 1250000 20.01 3147.32 26818941 4528973176 72909785 5957281138 442981964841.0 786108882244.0 311960
linux_tuned 1 1 0x1d00 135 56.5 64.1 127.7 230.4 307.4 643.2 1250363.5 1250000 20.01 3140.32 26851188 4533061137 72940053 5967648517 442459589173.0 783067398088.0 311341
linux_tuned 2 1 0x1d00 135 55.9 63.8 127.8 226.4 300.3 609.9 1249748.6 1250000 20.0 3136.57 26836280 4531574945 72904419 5969742762 442722699033.0 782105207320.0 311387
linux_tuned 0 1 0x1d00 135 57.8 68.8 137.6 264.6 366.0 753.8 1300069.0 1300000 20.01 3147.17 28000208 4721699101 75347373 6214344591 453432972954.0 788040882312.0 310957
linux_tuned 1 1 0x1d00 135 58.9 70.8 138.3 256.2 356.1 717.8 1299796.2 1300000 20.0 3144.2 28001933 4719282322 75397883 6211102628 452916189746.0 785598035035.0 310528
linux_tuned 2 1 0x1d00 135 58.0 69.5 137.1 260.2 363.8 720.4 1299883.3 1300000 20.01 3150.49 28004881 4721263939 75366514 6211577834 453694788863.0 788189432695.0 310863
linux_tuned 0 1 0x1d00 135 63.1 77.1 146.9 290.9 414.7 841.6 1349475.1 1350000 20.01 3156.87 29148987 4904400072 77735854 6438247317 463525126473.0 791330122487.0 310122
linux_tuned 1 1 0x1d00 135 61.2 75.2 147.3 306.4 471.0 1476.5 1349738.7 1350000 20.01 3155.2 28995526 4894016302 77226602 6417970982 460969456721.0 790434375823.0 310616
linux_tuned 2 1 0x1d00 135 62.9 76.9 146.3 293.0 418.5 866.2 1349395.9 1350000 20.01 3153.79 29134012 4901792626 77697003 6429099218 462833845696.0 790281208089.0 310248
linux_tuned 0 1 0x1d00 135 67.0 81.5 154.9 343.3 517.4 1069.2 1399521.4 1400000 20.01 3165.75 30262915 5088718863 79861375 6664932232 473336861277.0 799590955680.0 310130
linux_tuned 1 1 0x1d00 135 67.7 82.0 157.4 355.0 524.0 1023.9 1399671.7 1400000 20.01 3170.65 30271380 5090480589 79855446 6664165163 473051382768.0 800710809762.0 310365
linux_tuned 2 1 0x1d00 135 68.8 83.5 156.2 353.6 515.1 997.3 1399793.5 1400000 20.01 3167.2 30284062 5091554484 79899816 6667897880 472880969228.0 799477073985.0 309839
