sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
ebbrt_tuned 0 200 0x1700 135 65.3 79.1 160.0 240.3 255.9 289.7 399785.8 400000 20 1706.55 8667333 1358093958 22197086 2030048725 155257763681 296744934627 413986327197 568329179 0 0 0 0 3774436 1562447
ebbrt_tuned 0 300 0x1700 135 118.0 141.7 258.1 373.1 399.2 442.7 400125.8 400000 20 1723.12 8837272 1369217791 22216629 2034564180 158021674215 331775855058 477110330643 602958563 0 0 0 0 1226789 1041654
ebbrt_tuned 0 100 0x1900 135 51.7 58.8 101.8 147.0 159.9 187.6 399998.3 400000 20 1838.99 8574816 1352971697 22206551 2031285623 153493939305 279531923503 368991174864 518448294 0 0 0 0 6212810 3120366
ebbrt_tuned 0 200 0x1900 135 70.1 84.2 163.8 243.1 259.3 290.2 400192.4 400000 20 1841.24 8678135 1359765359 22214211 2030746267 155563196860 312499365053 408748538684 572549777 0 0 0 0 3428280 1562452
ebbrt_tuned 0 300 0x1900 135 99.0 120.9 238.3 353.3 377.4 422.7 400328.0 400000 20 1844.61 8799842 1365503067 22227143 2028373771 158138160794 335602101523 434785679386 591622897 0 0 0 0 1673866 1041650
ebbrt_tuned 0 100 0x1b00 135 51.3 58.3 101.5 147.2 160.0 186.4 399932.6 400000 20 1990.53 8572259 1351922921 22203586 2030496335 153347799080 286909517237 361546273926 521815676 0 0 0 0 6201194 3120453
ebbrt_tuned 0 200 0x1b00 135 70.2 83.9 164.3 243.4 260.5 291.6 399763.6 400000 20 1986.87 8667806 1358853494 22194449 2029426518 155251589906 321237450270 399848202392 561448486 0 0 0 0 3297095 1562453
ebbrt_tuned 0 300 0x1b00 135 96.2 117.6 237.3 350.6 372.2 417.4 400112.0 400000 20 1982.25 8796551 1367404931 22214211 2032808820 158022677626 343790831382 434106050524 598380182 0 0 0 0 1686680 1041644
ebbrt_tuned 0 200 0x1d00 135 65.3 78.8 158.6 237.5 251.4 285.7 399809.5 400000 20 2127.65 8665550 1356963914 22197848 2028809475 154984615287 319515625676 382422702170 553779627 0 0 0 0 3685265 1562454
ebbrt_tuned 0 300 0x1d00 135 102.0 124.8 241.3 355.7 381.2 426.3 399967.5 400000 20 2130.55 8808410 1367904557 22205216 2031442361 157869554967 353234740522 432638833717 589138035 0 0 0 0 1375816 1041645
ebbrt_tuned 0 400 0x1d00 135 91.6 118.5 278.4 426.8 450.7 490.2 400065.4 400000 20 2134.45 8849018 1371131702 22213053 2032645755 158091652690 335809747652 398099314269 576384470 0 0 0 0 2495605 781245
