sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
ebbrt_tuned 0 10 0xf00 135 43.7 47.3 64.5 94.4 105.9 134.8 1499697.6 1500000 20 1470.15 32379607 5081133616 83093155 7577256895 227902060821 453540490965 876843904532 1429962736 0 0 0 0 5170995 317800
ebbrt_tuned 0 20 0xf00 135 41.6 44.1 56.8 77.3 85.4 106.0 1499750.6 1500000 20 1381.06 32139840 5072943225 83097185 7587582381 224653978428 388468833361 751040829415 1040386659 0 0 0 0 10115119 317376
ebbrt_tuned 0 30 0xf00 135 40.5 43.5 58.5 78.8 86.6 105.5 1499837.7 1500000 20 1369.34 32264180 5081182080 83110828 7599366834 224985519979 379183375588 733091566312 1023881499 0 0 0 0 9541732 315497
ebbrt_tuned 0 10 0x1100 135 40.5 42.4 53.3 73.0 80.2 100.9 1499643.8 1500000 20 1577.48 32058639 5068205579 83095398 7586742892 225310188186 458751987789 782570795331 1244125199 0 0 0 0 12025252 317898
ebbrt_tuned 0 20 0x1100 135 40.5 42.6 53.7 67.9 74.0 87.1 1499933.2 1500000 20 1505.3 32016205 5064758642 83095913 7589060148 225118790995 410824161511 700820644335 1035863358 0 0 0 0 13180367 317324
ebbrt_tuned 0 30 0x1100 135 41.3 44.0 58.0 74.8 79.6 94.6 1499375.1 1500000 20 1499.74 32159605 5070828273 83072537 7574808141 224893091524 402639496580 686864279872 1036666258 0 0 0 0 11782875 315486
ebbrt_tuned 0 2 0x1300 135 38.2 39.3 47.3 64.9 74.2 104.7 1499496.2 1500000 20 1712.2 31846707 5054822923 83084536 7592637260 228728887252 491387680485 750017463089 1128176068 0 0 0 0 17154667 318386
ebbrt_tuned 0 20 0x1300 135 39.5 41.8 52.2 64.3 69.1 79.1 1499604.8 1500000 20 1642.69 31953627 5060081266 83077923 7585147216 222643703640 427943343628 653215259886 1039437440 0 0 0 0 15150062 317291
ebbrt_tuned 0 30 0x1300 135 38.8 41.6 55.2 69.6 74.1 84.3 1499222.6 1500000 20 1623.77 32094866 5067655934 83063017 7577603013 224598545701 418196463032 638402231595 1026703398 0 0 0 0 13926185 315467
ebbrt_tuned 0 40 0x1300 135 41.3 44.3 60.4 77.8 81.9 92.4 1499272.0 1500000 20 1619.94 32225937 5074844632 83070067 7594308092 226094299715 412839878908 630370408154 1009999031 0 0 0 0 13167405 312477
ebbrt_tuned 0 2 0x1500 135 36.6 37.9 43.5 55.7 60.6 77.5 1499470.8 1500000 20 1859.81 31698343 5042999469 83075137 7579618672 225971300214 503275096515 694992360403 1101871868 0 0 0 0 22381125 318402
ebbrt_tuned 0 10 0x1500 135 37.6 38.5 44.9 54.8 58.8 66.3 1499485.7 1500000 20 1816.58 31781032 5052143729 83089278 7595194352 221541828625 461693601252 637603128011 1030524654 0 0 0 0 21240984 317960
ebbrt_tuned 0 20 0x1500 135 38.1 39.8 49.7 60.0 64.2 72.4 1499604.1 1500000 20 1779.81 31909878 5055134053 83088047 7583075701 223800912141 440175746594 608058499862 1030127431 0 0 0 0 17789154 317258
ebbrt_tuned 0 30 0x1500 135 39.2 41.7 54.9 67.9 72.1 79.8 1499498.6 1500000 20 1772.14 32055660 5067383508 83082207 7590658416 222043661220 426402468296 589228594455 1013533601 0 0 0 0 15627639 315459
ebbrt_tuned 0 0 0x1700 135 37.7 38.4 43.8 54.6 59.2 73.4 1500028.8 1500000 20 2036.4 31651297 5042442189 83104777 7592816139 225657494866 526577332800 663975643795 1086868567 0 0 0 0 24993129 318359
ebbrt_tuned 0 2 0x1700 135 35.8 37.5 42.1 52.6 56.5 66.8 1499381.0 1500000 20 2024.22 31622500 5040662509 83079624 7592887804 225408605853 524343354699 661159397593 1069408654 0 0 0 0 25951934 318398
ebbrt_tuned 0 10 0x1700 135 36.8 38.1 44.1 53.5 56.7 64.2 1499796.4 1500000 20 1982.46 31731505 5049104573 83089461 7585868282 222236692675 481903300228 607750987429 1032338023 0 0 0 0 23345949 317959
ebbrt_tuned 0 20 0x1700 135 37.7 39.2 48.6 58.8 61.7 69.6 1499424.5 1500000 20 1934.36 31880966 5057031320 83077334 7591502844 222827930433 453021633909 571762123845 1005305589 0 0 0 0 19342424 317239
ebbrt_tuned 0 30 0x1700 135 37.9 40.0 52.9 65.4 69.8 78.5 1499427.5 1500000 20 1923.64 32021489 5062235425 83072478 7578432689 223925920700 443072082868 559674361129 1008635947 0 0 0 0 17114575 315455
ebbrt_tuned 0 40 0x1700 135 38.9 41.7 57.8 74.8 78.6 87.7 1499654.7 1500000 20 1903.49 32170444 5074348436 83087950 7593819083 223017254837 428556870393 542964052063 980000916 0 0 0 0 15721851 312476
ebbrt_tuned 0 0 0x1900 135 35.6 37.3 41.5 51.5 54.7 64.5 1499574.9 1500000 20 2220.11 31600487 5041636202 83083015 7588370452 224458554096 545344218750 632621339811 1072941909 0 0 0 0 27636262 318357
ebbrt_tuned 0 2 0x1900 135 35.3 36.8 41.1 50.5 54.1 62.9 1499744.5 1500000 20 2215.77 31598738 5040760140 83104869 7594037956 223945871419 543605355707 630611140837 1071263128 0 0 0 0 28339180 318390
ebbrt_tuned 0 10 0x1900 135 37.0 38.1 43.8 52.8 55.1 62.6 1499992.1 1500000 20 2164.48 31740167 5049140594 83110729 7591827772 222395153476 502372733961 582978006636 1053023208 0 0 0 0 24852054 317954
